row ID,row m/z,row retention time,1.mzXML Peak area
1,265.1918,0.6278,0
2,304.3004,2.828233333333333,0
3,346.3101,3.715533333333333,0
4,330.2792,2.1340166666666667,0
5,222.1599,1.5338166666666666,0
6,254.1288,1.1357666666666666,0
7,420.2151,1.9263666666666666,0
8,262.1091,1.9322166666666667,0
9,197.0815,1.9959500000000001,0
10,503.3855,1.6572166666666668,0
11,371.1478,2.8256333333333337,0
12,181.0496,1.3123,0
13,195.088,1.1780166666666667,0
14,347.2238,0.8417333333333333,0
15,431.2182,1.3151166666666667,0
16,429.2389,1.5804666666666667,0
17,224.0709,2.28335,0
18,315.2799,1.5324333333333333,0
19,357.3267,1.37385,0
20,329.2954,1.1756333333333333,0
21,208.0968,1.45465,0
22,287.0552,1.3842500000000002,0
23,619.3257,2.313083333333333,0
24,390.1816,1.8875833333333332,0
25,191.1182,0.50635,0
26,223.1332,1.6543833333333333,0
27,304.3006,2.8282000000000003,0
28,399.1443,2.7495166666666666,0
29,391.2486,1.5859833333333335,0
30,206.1408,1.2467666666666666,0
31,594.255,1.9344166666666667,0
32,276.1702,1.2266166666666665,0
33,318.2792,2.2034833333333332,0
34,409.1496,2.0003333333333333,0
35,425.1441,1.9976833333333335,0
36,441.1372,1.6527166666666666,0
37,413.23,2.0038333333333336,0
38,803.4188,2.28165,0
39,318.2801,1.6651333333333334,0
40,316.2651,1.99985,0
41,318.2804,2.0092000000000003,0
42,316.264,1.9304,0
43,332.2962,2.0708,0
44,330.2797,2.0071166666666667,0
45,332.2958,2.0711500000000003,0
46,491.338,1.13345,0
47,465.1028,1.4602333333333335,0
48,271.0966,3.16465,0
49,566.2229,1.5043,0
50,258.1488,1.59505,0
51,195.0654,1.6602666666666666,0
52,320.2957,2.068233333333333,0
53,285.0762,1.7890000000000001,0
54,465.1049,1.4482,0
55,317.066,2.27335,0
56,287.0553,2.267233333333333,0
57,249.1961,0.8560666666666666,0
58,406.2493,2.4179833333333334,0
59,326.16,1.0179,0
60,465.1029,1.45205,0
61,518.3478,1.9309,0
62,205.1337,0.4904833333333333,0
63,328.285,7.251966666666666,0
64,175.1232,1.1903833333333333,0
65,163.0391,1.5877666666666668,0
66,196.0759,2.5552,0
67,350.1755,1.5853833333333334,0
68,345.0972,3.3007666666666666,0
69,139.0389,1.2449000000000001,0
70,218.1175,0.86915,0
71,209.1286,1.2570333333333332,0
72,611.3119,1.3886333333333334,0
73,314.2696,2.0001333333333333,0
74,605.3028,23.99253333333333,0
75,285.0392,3.221783333333333,0
76,611.1599,1.3842666666666665,0
77,309.0946,2.0723333333333334,0
78,247.1334,2.3474999999999997,0
79,304.1545,1.1214666666666666,0
80,193.0499,1.99435,0
81,235.2171,0.7797999999999999,0
82,586.3017,3.0829999999999997,0
83,199.0609,1.3267833333333334,0
84,204.1248,1.3299833333333335,0
85,138.0555,0.36815,0
86,195.1017,3.2239999999999998,0
87,378.2063,2.0601666666666665,0
88,345.0971,4.329783333333333,0
89,207.1381,1.4524000000000001,0
90,481.2183,4.546116666666666,0
91,525.2782,18.566333333333333,0
92,645.3782,24.828416666666666,0
93,647.3246,21.442833333333333,0
94,703.4216,12.606983333333334,0
95,733.4323,22.28513333333333,0
