formulaRank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
8	C17H36N2O7S	[M + H]+	C17H37N2O7S+	21,876	21,876	0,000	23	0,744	-4,994	6,099	-3,892		413,230	121	622706244888141776	622705975454435090	622705975454435090
9	C16H34N6O4	[M + K]+	C16H34KN6O4+	20,400	20,400	0,000	20	0,735	2,591	4,579	6,483		413,230	121	622706244888141777	622705975454435090	622705975454435090
10	C16H34N6O3S	[M + Na]+	C16H34N6NaO3S+	17,302	17,302	0,000	15	0,717	-2,520	3,384	-1,307		413,230	121	622706244888141778	622705975454435090	622705975454435090
1	C43H62O14	[M + H]+	C43H63O14+	79,657	79,657	0,000	24	0,681	-4,288	4,925	-3,683		803,418	152	622706989083522953	622705975542515486	622705975542515486
2	C38H68O15	[M + K]+	C38H68KO15+	74,919	74,919	0,000	22	0,675	-0,118	3,406	-0,878		803,418	152	622706989083522954	622705975542515486	622705975542515486
3	C41H64O14	[M + Na]+	C41H64NaO14+	70,240	70,240	0,000	22	0,634	0,646	3,398	-0,689		803,418	152	622706989083522955	622705975542515486	622705975542515486
4	C48H60O9	[M + Na]+	C48H60NaO9+	65,551	65,551	0,000	21	0,663	1,482	1,967	6,621		803,418	152	622706989083522956	622705975542515486	622705975542515486
5	C43H56N8O6	[M + Na]+	C43H56N8NaO6+	63,632	63,632	0,000	26	0,694	-3,129	3,657	-4,018		803,418	152	622706989083522957	622705975542515486	622705975542515486
6	C45H58N2O11	[M + H]+	C45H59N2O11+	63,149	63,149	0,000	21	0,659	-2,416	3,790	8,634		803,418	152	622706989083522958	622705975542515486	622705975542515486
7	C35H60N10O8S	[M + Na]+	C35H60N10NaO8S+	61,949	61,949	0,000	25	0,700	-1,933	2,422	-3,207		803,418	152	622706989083522959	622705975542515486	622705975542515486
8	C34H68O19	[M + Na]+	C34H68NaO19+	61,369	61,369	0,000	20	0,611	0,799	3,968	-7,999		803,418	152	622706989083522960	622705975542515486	622705975542515486
9	C39H58N6O12	[M + H]+	C39H59N6O12+	59,502	59,502	0,000	23	0,680	-3,790	4,722	-0,341		803,418	152	622706989083522961	622705975542515486	622705975542515486
10	C51H54N4O5	[M + H]+	C51H55N4O5+	59,200	59,200	0,000	23	0,660	2,384	4,156	1,962		803,418	152	622706989083522962	622705975542515486	622705975542515486
1	C21H35NO	[M + H]+	C21H36NO+	155,672	155,672	0,000	38	0,919	0,558	0,558	0,470		318,279	98	622706288223692567	622705975626401574	622705975626401574
2	C18H39NOS	[M + H]+	C18H40NOS+	134,329	134,329	0,000	36	0,894	0,558	0,619	-10,122		318,279	98	622706288223692568	622705975626401574	622705975626401574
3	C19H33N4	[M + H]+	C19H34N4+	99,072	99,072	0,000	33	0,869	0,643	0,643	4,689		318,279	98	622706288223692569	622705975626401574	622705975626401574
4	C16H37N4S	[M + H]+	C16H38N4S+	89,800	89,800	0,000	31	0,837	0,643	0,688	-5,903		318,279	98	622706288223692570	622705975626401574	622705975626401574
5	C17H38N2OP	[M + H]+	C17H39N2OP+	88,157	88,157	0,000	31	0,837	0,688	0,688	-0,506		318,279	98	622706288223692571	622705975626401574	622705975626401574
6	C15H36N5P	[M + H]+	C15H37N5P+	82,155	82,155	0,000	30	0,770	0,652	0,652	3,712		318,279	98	622706288223692572	622705975626401574	622705975626401574
1	C21H33NO	[M + H]+	C21H34NO+	197,907	197,907	0,000	43	0,906	1,384	1,466	0,076		316,264	126	622706266174235546	622705975760619308	622705975760619308
2	C19H35NO	[M + Na]+	C19H35NNaO+	175,837	175,837	0,000	43	0,906	1,938	2,043	7,683		316,264	126	622706266174235547	622705975760619308	622705975760619308
3	C18H37NOS	[M + H]+	C18H38NOS+	162,123	162,123	0,000	40	0,853	1,264	1,557	-10,583		316,264	126	622706266174235548	622705975760619308	622705975760619308
4	C18H35O4	[M + H]+	C18H36O4+	158,293	158,293	0,000	39	0,839	1,402	1,534	8,551		316,264	126	622706266174235549	622705975760619308	622705975760619308
5	C17H36N2OP	[M + H]+	C17H37N2OP+	118,121	118,121	0,000	41	0,893	1,197	1,362	-0,906		316,264	126	622706266174235550	622705975760619308	622705975760619308
6	C19H31N4	[M + H]+	C19H32N4+	113,686	113,686	0,000	41	0,864	1,680	1,680	4,322		316,264	126	622706266174235551	622705975760619308	622705975760619308
7	C16H35N4S	[M + H]+	C16H36N4S+	95,851	95,851	0,000	34	0,788	1,173	1,760	-6,337		316,264	126	622706266174235552	622705975760619308	622705975760619308
8	C15H34N5P	[M + H]+	C15H35N5P+	85,910	85,910	0,000	28	0,734	1,760	1,760	3,339		316,264	126	622706266174235553	622705975760619308	622705975760619308
9	C11H33N8O	[M + Na]+	C11H33N8NaO+	37,745	37,745	0,000	27	0,506	2,012	2,381	-10,871		316,264	126	622706266174235554	622705975760619308	622705975760619308
10	C4H27N16O	[M + H]+	C4H28N16O+	15,735	15,735	0,000	20	0,225	2,807	3,216	2,733		316,264	126	622706266174235555	622705975760619308	622705975760619308
1	C21H35NO	[M + H]+	C21H36NO+	168,337	168,337	0,000	37	0,876	0,012	1,590	1,669		318,280	131	622706700523779030	622705975836116787	622705975836116787
2	C16H35N3O3	[M + H]+	C16H36N3O3+	151,821	151,821	0,000	43	0,862	1,047	2,653	14,308		318,280	131	622706700523779031	622705975836116787	622705975836116787
3	C19H37NO	[M + Na]+	C19H37NNaO+	151,197	151,197	0,000	37	0,876	1,166	2,101	9,228		318,280	131	622706700523779032	622705975836116787	622705975836116787
4	C18H37O4	[M + H]+	C18H38O4+	136,710	136,710	0,000	32	0,802	0,782	1,669	10,090		318,280	131	622706700523779033	622705975836116787	622705975836116787
5	C19H33N4	[M + H]+	C19H34N4+	103,714	103,714	0,000	32	0,807	0,782	1,510	5,888		318,280	131	622706700523779034	622705975836116787	622705975836116787
6	C17H38N2OP	[M + H]+	C17H39N2OP+	97,818	97,818	0,000	34	0,865	0,113	1,657	0,693		318,280	131	622706700523779035	622705975836116787	622705975836116787
7	C16H37N4S	[M + H]+	C16H38N4S+	91,758	91,758	0,000	30	0,774	0,254	1,705	-4,704		318,280	131	622706700523779036	622705975836116787	622705975836116787
8	C17H35N4	[M + Na]+	C17H35N4Na+	88,635	88,635	0,000	28	0,763	0,782	1,669	13,446		318,280	131	622706700523779037	622705975836116787	622705975836116787
9	C15H36N5P	[M + H]+	C15H37N5P+	85,467	85,467	0,000	26	0,732	0,782	1,669	4,912		318,280	131	622706700523779038	622705975836116787	622705975836116787
1	C21H33NO	[M + H]+	C21H34NO+	173,326	173,326	0,000	44	0,906	0,475	2,299	0,510		316,264	134	622706743498622322	622705975932585788	622705975932585788
2	C19H35NO	[M + Na]+	C19H35NNaO+	146,158	146,158	0,000	43	0,902	1,342	2,469	8,117		316,264	134	622706743498622323	622705975932585788	622705975932585788
3	C18H35O4	[M + H]+	C18H36O4+	139,821	139,821	0,000	40	0,855	0,587	2,299	8,984		316,264	134	622706743498622324	622705975932585788	622705975932585788
4	C19H31N4	[M + H]+	C19H32N4+	95,325	95,325	0,000	35	0,825	0,531	2,067	4,756		316,264	134	622706743498622325	622705975932585788	622705975932585788
5	C17H36N2OP	[M + H]+	C17H37N2OP+	91,541	91,541	0,000	40	0,864	0,475	2,299	-0,472		316,264	134	622706743498622326	622705975932585788	622705975932585788
6	C16H35N4S	[M + H]+	C16H36N4S+	83,714	83,714	0,000	32	0,798	-0,828	2,299	-5,904		316,264	134	622706743498622327	622705975932585788	622705975932585788
7	C15H34N5P	[M + H]+	C15H35N5P+	70,983	70,983	0,000	26	0,729	0,475	1,804	3,773		316,264	134	622706743498622328	622705975932585788	622705975932585788
8	C4H27N16O	[M + H]+	C4H28N16O+	6,733	6,733	0,000	18	0,157	-0,303	2,355	3,167		316,264	134	622706743498622329	622705975932585788	622705975932585788
9	C9H31N11	[M + Na]+	C9H31N11Na+	1,418	1,418	0,000	13	0,215	-0,883	4,937	-6,192		316,264	134	622706743498622330	622705975932585788	622705975932585788
10	C2H25N19	[M + H]+	C2H26N19+	-7,813	-7,813	0,000	9	0,060	5,710	5,710	7,412		316,264	134	622706743498622331	622705975932585788	622705975932585788
1	C22H37NO	[M + H]+	C22H38NO+	160,730	160,730	0,000	34	0,866	-0,307	0,671	0,141		332,295	130	622706260323181149	622705976029054788	622705976029054788
2	C19H41NOS	[M + H]+	C19H42NOS+	148,844	148,844	0,000	32	0,823	-0,307	0,671	-10,004		332,295	130	622706260323181150	622705976029054788	622705976029054788
3	C17H39N4S	[M + H]+	C17H40N4S+	102,972	102,972	0,000	28	0,799	-0,307	0,604	-5,963		332,295	130	622706260323181151	622705976029054788	622705976029054788
4	C18H40N2OP	[M + H]+	C18H41N2OP+	102,429	102,429	0,000	30	0,808	-0,304	0,667	-0,794		332,295	130	622706260323181152	622705976029054788	622705976029054788
5	C12H33N11	[M + H]+	C12H34N11+	63,529	63,529	0,000	25	0,605	-0,375	0,974	-13,477		332,295	130	622706260323181153	622705976029054788	622705976029054788
1	C22H35NO	[M + H]+	C22H36NO+	159,705	159,705	0,000	41	0,891	-0,338	1,564	0,062		330,279	138	622706756505159598	622705976117135181	622705976117135181
2	C19H39NOS	[M + H]+	C19H40NOS+	131,413	131,413	0,000	38	0,829	-0,702	1,576	-10,145		330,279	138	622706756505159599	622705976117135181	622705976117135181
3	C20H33N4	[M + H]+	C20H34N4+	85,366	85,366	0,000	32	0,793	-0,563	1,340	4,127		330,279	138	622706756505159600	622705976117135181	622705976117135181
4	C18H38N2OP	[M + H]+	C18H39N2OP+	85,108	85,108	0,000	36	0,851	-0,113	1,356	-0,879		330,279	138	622706756505159601	622705976117135181	622705976117135181
5	C17H37N4S	[M + H]+	C17H38N4S+	80,380	80,380	0,000	28	0,731	-0,563	1,287	-6,080		330,279	138	622706756505159602	622705976117135181	622705976117135181
6	C16H36N5P	[M + H]+	C16H37N5P+	77,969	77,969	0,000	28	0,731	-0,563	1,340	3,187		330,279	138	622706756505159603	622705976117135181	622705976117135181
7	C12H31N11	[M + H]+	C12H32N11+	51,785	51,785	0,000	27	0,623	0,961	2,135	-13,639		330,279	138	622706756505159604	622705976117135181	622705976117135181
8	C12H35N8O	[M + Na]+	C12H35N8NaO+	48,144	48,144	0,000	33	0,671	0,362	1,815	-10,421		330,279	138	622706756505159605	622705976117135181	622705976117135181
9	C10H33N11	[M + Na]+	C10H33N11Na+	13,169	13,169	0,000	20	0,322	-0,563	5,610	-6,355		330,279	138	622706756505159606	622705976117135181	622705976117135181
10	C5H29N16O	[M + H]+	C5H30N16O+	3,221	3,221	0,000	22	0,218	-0,356	3,885	2,606		330,279	138	622706756505159607	622705976117135181	622705976117135181
1	C22H37NO	[M + H]+	C22H38NO+	157,008	157,008	0,000	33	0,861	0,698	0,850	0,416		332,295	130	622706620555178002	622705976196826967	622705976196826967
2	C19H39O4	[M + H]+	C19H40O4+	142,579	142,579	0,000	31	0,816	0,698	0,850	8,481		332,295	130	622706620555178003	622705976196826967	622705976196826967
3	C20H39NO	[M + Na]+	C20H39NNaO+	141,837	141,837	0,000	31	0,816	0,698	0,850	7,656		332,295	130	622706620555178004	622705976196826967	622705976196826967
4	C17H37N3O3	[M + H]+	C17H38N3O3+	132,610	132,610	0,000	48	0,916	0,688	1,550	12,522		332,295	130	622706620555178005	622705976196826967	622705976196826967
5	C20H35N4	[M + H]+	C20H36N4+	109,629	109,629	0,000	30	0,812	0,596	0,708	4,457		332,295	130	622706620555178006	622705976196826967	622705976196826967
6	C18H37N4	[M + Na]+	C18H37N4Na+	98,543	98,543	0,000	28	0,799	0,688	0,843	11,696		332,295	130	622706620555178007	622705976196826967	622705976196826967
7	C18H40N2OP	[M + H]+	C18H41N2OP+	97,540	97,540	0,000	28	0,799	0,596	0,843	-0,519		332,295	130	622706620555178008	622705976196826967	622705976196826967
8	C16H38N5P	[M + H]+	C16H39N5P+	94,963	94,963	0,000	26	0,781	0,561	0,857	3,522		332,295	130	622706620555178009	622705976196826967	622705976196826967
1	C30H42N4O2	[M + H]+	C30H43N4O2+	61,329	61,329	0,000	36	0,831	-3,233	3,233	-0,547		491,338	70	622706121512687409	622705976276518751	622705976276518751
2	C28H44N4O2	[M + Na]+	C28H44N4NaO2+	51,693	51,693	0,000	35	0,824	-3,200	3,440	4,350		491,338	70	622706121512687410	622705976276518751	622705976276518751
3	C30H48N2O	[M + K]+	C30H48KN2O+	41,111	41,111	0,000	26	0,766	-5,729	5,729	-4,147		491,338	70	622706121512687411	622705976276518751	622705976276518751
4	C25H42N6O4	[M + H]+	C25H43N6O4+	26,406	26,406	0,000	25	0,745	-3,735	3,880	7,641		491,338	70	622706121512687412	622705976276518751	622705976276518751
5	C25H48N4O3	[M + K]+	C25H48KN4O3+	23,754	23,754	0,000	24	0,737	-3,823	3,823	4,040		491,338	70	622706121512687413	622705976276518751	622705976276518751
6	C23H47N4O5P	[M + H]+	C23H48N4O5P+	23,526	23,526	0,000	25	0,745	-3,735	3,735	4,276		491,338	70	622706121512687414	622705976276518751	622705976276518751
7	C22H46N6O4S	[M + H]+	C22H47N6O4S+	23,509	23,509	0,000	25	0,745	-3,735	3,735	0,780		491,338	70	622706121512687415	622705976276518751	622705976276518751
8	C27H46N4O2S	[M + H]+	C27H47N4O2S+	21,723	21,723	0,000	25	0,745	-4,002	4,002	-7,408		491,338	70	622706121512687416	622705976276518751	622705976276518751
9	C22H50N3O5S	[M + Na]+	C22H50N3NaO5S+	20,375	20,375	0,000	25	0,745	-3,735	3,735	2,943		491,338	70	622706121512687417	622705976276518751	622705976276518751
10	C28H47N2O3P	[M + H]+	C28H48N2O3P+	19,887	19,887	0,000	21	0,714	-4,280	4,280	-3,912		491,338	70	622706121512687418	622705976276518751	622705976276518751
1	C20H18N4O8	[M + Na]+	C20H18N4NaO8+	92,264	92,264	0,000	44	0,903	-1,038	2,959	2,516		465,103	90	622706179498940934	622705976335239013	622705976335239013
2	C21H20O12	[M + H]+	C21H21O12+	91,121	91,121	0,000	34	0,788	-1,716	2,516	0,219		465,103	90	622706179498940935	622705976335239013	622705976335239013
3	C22H16N4O8	[M + H]+	C22H17N4O8+	90,964	90,964	0,000	43	0,913	-1,278	2,776	-2,656		465,103	90	622706179498940936	622705976335239013	622705976335239013
4	C22H22N2O7	[M + K]+	C22H22KN2O7+	88,548	88,548	0,000	40	0,896	-2,516	3,183	-6,460		465,103	90	622706179498940937	622705976335239013	622705976335239013
5	C17H22N4O9	[M + K]+	C17H22KN4O9+	88,287	88,287	0,000	45	0,919	-1,278	2,776	2,189		465,103	90	622706179498940938	622705976335239013	622705976335239013
6	C17H22N4O8S	[M + Na]+	C17H22N4NaO8S+	85,752	85,752	0,000	41	0,894	-1,712	2,548	-4,732		465,103	90	622706179498940939	622705976335239013	622705976335239013
7	C15H21N4O11P	[M + H]+	C15H22N4O11P+	84,535	84,535	0,000	45	0,919	-1,712	2,603	2,438		465,103	90	622706179498940940	622705976335239013	622705976335239013
8	C15H27N2O10P	[M + K]+	C15H27KN2O10P+	82,700	82,700	0,000	44	0,916	-1,908	2,825	-1,366		465,103	90	622706179498940941	622705976335239013	622705976335239013
9	C25H20O7S	[M + H]+	C25H21O7S+	82,391	82,391	0,000	34	0,788	-1,716	2,516	5,599		465,103	90	622706179498940942	622705976335239013	622705976335239013
10	C15H27N2O9PS	[M + Na]+	C15H27N2NaO9PS+	81,476	81,476	0,000	41	0,894	-1,712	2,548	-8,287		465,103	90	622706179498940943	622705976335239013	622705976335239013
1	C16H14O4	[M + H]+	C16H15O4+	43,558	43,558	0,000	14	0,671	-0,766	4,897	0,192		271,097	194	622706813841304259	622705976406542191	622705976406542191
2	C14H12N3O3	[M + H]+	C14H13N3O3+	37,341	37,341	0,000	17	0,756	5,253	7,400	5,144		271,097	194	622706813841304260	622705976406542191	622705976406542191
3	C9H14N6O2S	[M + H]+	C9H15N6O2S+	36,333	36,333	0,000	17	0,795	-3,478	4,894	-2,338		271,097	194	622706813841304261	622705976406542191	622705976406542191
4	C14H16O4	[M + Na]+	C14H16NaO4+	34,901	34,901	0,000	12	0,509	-0,799	5,371	9,065		271,097	194	622706813841304262	622705976406542191	622705976406542191
5	C11H20O5	[M + K]+	C11H20KO5+	33,854	33,854	0,000	11	0,660	-0,990	3,487	8,504		271,097	194	622706813841304263	622705976406542191	622705976406542191
6	C12H17NO4P	[M + H]+	C12H18NO4P+	32,565	32,565	0,000	20	0,755	3,102	7,278	-0,955		271,097	194	622706813841304264	622705976406542191	622705976406542191
7	C9H18N3O3S	[M + Na]+	C9H18N3NaO3S+	29,039	29,039	0,000	19	0,816	3,751	6,303	1,583		271,097	194	622706813841304265	622705976406542191	622705976406542191
8	C11H20O4S	[M + Na]+	C11H20NaO4S+	28,041	28,041	0,000	14	0,705	-0,442	4,661	-3,370		271,097	194	622706813841304266	622705976406542191	622705976406542191
9	C14H18NO2	[M + K]+	C14H18KNO2+	27,085	27,085	0,000	16	0,689	-1,816	5,969	-1,382		271,097	194	622706813841304267	622705976406542191	622705976406542191
10	C11H16N3O3S	[M + H]+	C11H17N3O3S+	24,641	24,641	0,000	26	0,821	1,713	6,568	-7,291		271,097	194	622706813841304268	622705976406542191	622705976406542191
1	C27H35NO12	[M + H]+	C27H36NO12+	108,854	108,854	0,000	39	0,891	-1,944	2,161	-0,155		566,223	92	622706232477195402	622705976498816894	622705976498816894
2	C25H37NO12	[M + Na]+	C25H37NNaO12+	108,613	108,613	0,000	39	0,891	7,147	7,147	4,093		566,223	92	622706232477195403	622705976498816894	622705976498816894
3	C28H31N5O8	[M + H]+	C28H32N5O8+	103,076	103,076	0,000	37	0,882	-2,652	2,917	-2,517		566,223	92	622706232477195404	622705976498816894	622705976498816894
4	C23H37N5O9	[M + K]+	C23H37KN5O9+	101,124	101,124	0,000	39	0,892	0,100	1,902	1,463		566,223	92	622706232477195405	622705976498816894	622705976498816894
5	C28H37N3O7	[M + K]+	C28H37KN3O7+	96,910	96,910	0,000	39	0,892	-3,971	3,971	-5,642		566,223	92	622706232477195406	622705976498816894	622705976498816894
6	C27H31N7O5S	[M + H]+	C27H32N7O5S+	92,899	92,899	0,000	40	0,916	4,904	4,904	9,006		566,223	92	622706232477195407	622705976498816894	622705976498816894
7	C31H33N3O6	[M + Na]+	C31H33N3NaO6+	91,590	91,590	0,000	38	0,886	-2,300	2,351	-5,373		566,223	92	622706232477195408	622705976498816894	622705976498816894
8	C30H33N5O3S	[M + Na]+	C30H33N5NaO3S+	85,749	85,749	0,000	34	0,847	-1,004	3,198	6,150		566,223	92	622706232477195409	622705976498816894	622705976498816894
9	C27H39N3O4S3	[M + H]+	C27H40N3O4S3+	74,877	74,877	0,000	31	0,816	1,695	5,201	9,833		566,223	92	622706232477195410	622705976498816894	622705976498816894
10	C23H31N7O10	[M + H]+	C23H32N7O10+	67,286	67,286	0,000	33	0,844	-0,900	2,325	4,587		566,223	92	622706232477195411	622705976498816894	622705976498816894
1	C16H19NO2	[M + H]+	C16H20NO2+	103,726	103,726	0,000	31	0,825	-0,811	1,439	-0,118		258,149	93	622706239863365347	622705976557537156	622705976557537156
2	C14H17N4O	[M + H]+	C14H18N4O+	67,280	67,280	0,000	30	0,822	0,534	2,426	5,083		258,149	93	622706239863365348	622705976557537156	622705976557537156
3	C11H25NO2S	[M + Na]+	C11H25NNaO2S+	58,088	58,088	0,000	28	0,816	-0,896	1,394	-3,858		258,149	93	622706239863365349	622705976557537156	622705976557537156
4	C12H22N2O2P	[M + H]+	C12H23N2O2P+	50,158	50,158	0,000	29	0,818	-0,606	1,378	-1,321		258,149	93	622706239863365350	622705976557537156	622705976557537156
5	C10H20N5OP	[M + H]+	C10H21N5OP+	48,100	48,100	0,000	29	0,870	0,662	2,705	3,880		258,149	93	622706239863365351	622705976557537156	622705976557537156
6	C14H23N2	[M + K]+	C14H23KN2+	36,934	36,934	0,000	20	0,708	-0,932	1,362	-1,770		258,149	93	622706239863365352	622705976557537156	622705976557537156
7	C11H21N4OS	[M + H]+	C11H22N4OS+	29,909	29,909	0,000	29	0,818	0,877	2,705	-7,975		258,149	93	622706239863365353	622705976557537156	622705976557537156
8	C10H26N3P	[M + K]+	C10H26KN3P+	20,657	20,657	0,000	23	0,765	-0,127	2,705	-2,974		258,149	93	622706239863365354	622705976557537156	622705976557537156
9	C9H19N7S	[M + H]+	C9H20N7S+	17,231	17,231	0,000	23	0,734	0,490	3,839	-2,774		258,149	93	622706239863365355	622705976557537156	622705976557537156
1	C10H10O4	[M + H]+	C10H11O4+	78,936	78,936	0,000	13	0,736	1,366	4,813	-0,429		195,065	100	622706235522260324	622705976620451725	622705976620451725
2	C8H8N3O3	[M + H]+	C8H9N3O3+	49,841	49,841	0,000	16	0,812	4,927	6,325	6,454		195,065	100	622706235522260325	622705976620451725	622705976620451725
3	C6H13NO4P	[M + H]+	C6H14NO4P+	45,318	45,318	0,000	16	0,842	-0,737	2,369	-2,022		195,065	100	622706235522260326	622705976620451725	622705976620451725
4	C8H14NO2	[M + K]+	C8H14KNO2+	42,936	42,936	0,000	14	0,742	-1,646	4,265	-2,615		195,065	100	622706235522260327	622705976620451725	622705976620451725
5	C4H11N4O3P	[M + H]+	C4H12N4O3P+	33,879	33,879	0,000	16	0,769	0,314	6,713	4,861		195,065	100	622706235522260328	622705976620451725	622705976620451725
6	C6H12N4O	[M + K]+	C6H12KN4O+	22,888	22,888	0,000	9	0,533	7,714	9,063	4,268		195,065	100	622706235522260329	622705976620451725	622705976620451725
7	C3H10N6O2S	[M + H]+	C3H11N6O2S+	21,121	21,121	0,000	16	0,699	-4,598	9,170	-3,944		195,065	100	622706235522260330	622705976620451725	622705976620451725
8	C11H10NO	[M + Na]+	C11H10NNaO+	19,277	19,277	0,000	8	0,401	1,070	5,717	-1,835		195,065	100	622706235522260331	622705976620451725	622705976620451725
9	C11H6N4	[M + H]+	C11H7N4+	9,220	9,220	0,000	5	0,334	5,408	6,635	-7,285		195,065	100	622706235522260332	622705976620451725	622705976620451725
10	C9H8N4	[M + Na]+	C9H8N4Na+	6,577	6,577	0,000	6	0,371	6,022	6,022	5,048		195,065	100	622706235522260333	622705976620451725	622705976620451725
1	C21H37NO	[M + H]+	C21H38NO+	158,662	158,662	0,000	33	0,866	-0,124	1,036	-0,243		320,295	122	622706329206237678	622705976679171989	622705976679171989
2	C19H39NO	[M + Na]+	C19H39NNaO+	139,189	139,189	0,000	32	0,833	-0,072	1,078	7,267		320,295	122	622706329206237679	622705976679171989	622705976679171989
3	C16H37N3O3	[M + H]+	C16H38N3O3+	118,315	118,315	0,000	44	0,911	-0,116	1,711	12,316		320,295	122	622706329206237680	622705976679171989	622705976679171989
4	C18H39O4	[M + H]+	C18H40O4+	107,494	107,494	0,000	31	0,828	-0,094	1,174	8,124		320,295	122	622706329206237681	622705976679171989	622705976679171989
5	C19H35N4	[M + H]+	C19H36N4+	106,594	106,594	0,000	32	0,833	-0,072	0,994	3,949		320,295	122	622706329206237682	622705976679171989	622705976679171989
6	C17H40N2OP	[M + H]+	C17H41N2OP+	97,585	97,585	0,000	29	0,813	-0,094	1,036	-1,214		320,295	122	622706329206237683	622705976679171989	622705976679171989
7	C17H37N4	[M + Na]+	C17H37N4Na+	92,208	92,208	0,000	29	0,813	-0,045	1,036	11,459		320,295	122	622706329206237684	622705976679171989	622705976679171989
8	C15H38N5P	[M + H]+	C15H39N5P+	89,562	89,562	0,000	25	0,790	-0,224	0,678	2,979		320,295	122	622706329206237685	622705976679171989	622705976679171989
1	C16H12O5	[M + H]+	C16H13O5+	98,782	98,782	0,000	36	0,861	-0,464	1,441	1,293		285,076	109	622706103871444350	622705976746280860	622705976746280860
2	C14H14O5	[M + Na]+	C14H14NaO5+	82,081	82,081	0,000	35	0,860	8,325	8,325	9,732		285,076	109	622706103871444351	622705976746280860	622705976746280860
3	C14H10N3O4	[M + H]+	C14H11N3O4+	80,269	80,269	0,000	35	0,862	4,739	4,819	6,003		285,076	109	622706103871444352	622705976746280860	622705976746280860
4	C14H16NO3	[M + K]+	C14H16KNO3+	80,166	80,166	0,000	35	0,860	-1,803	2,080	-0,203		285,076	109	622706103871444353	622705976746280860	622705976746280860
5	C11H18O6	[M + K]+	C11H18KO6+	78,600	78,600	0,000	30	0,851	8,023	8,023	9,198		285,076	109	622706103871444354	622705976746280860	622705976746280860
6	C12H14N4O2	[M + K]+	C12H14KN4O2+	71,706	71,706	0,000	33	0,856	4,611	5,034	4,507		285,076	109	622706103871444355	622705976746280860	622705976746280860
7	C8H16N2O7S	[M + H]+	C8H17N2O7S+	69,326	69,326	0,000	34	0,869	1,276	2,213	3,579		285,076	109	622706103871444356	622705976746280860	622705976746280860
8	C11H14N3O4S	[M + H]+	C11H15N3O4S+	67,235	67,235	0,000	33	0,860	-7,051	7,271	-5,823		285,076	109	622706103871444357	622705976746280860	622705976746280860
9	C11H18O5S	[M + Na]+	C11H18NaO5S+	66,114	66,114	0,000	33	0,857	-3,439	3,579	-2,094		285,076	109	622706103871444358	622705976746280860	622705976746280860
10	C9H16N3O4S	[M + Na]+	C9H16N3NaO4S+	64,267	64,267	0,000	32	0,867	0,300	1,499	2,616		285,076	109	622706103871444359	622705976746280860	622705976746280860
1	C20H18N4O8	[M + Na]+	C20H18N4NaO8+	125,269	125,269	0,000	49	0,957	4,377	4,415	2,717		465,103	89	622706339905907467	622705976813389733	622705976813389733
2	C22H16N4O8	[M + H]+	C22H17N4O8+	123,255	123,255	0,000	49	0,957	4,157	4,377	-2,455		465,103	89	622706339905907468	622705976813389733	622705976813389733
3	C21H20O12	[M + H]+	C21H21O12+	122,296	122,296	0,000	40	0,872	4,100	4,100	0,420		465,103	89	622706339905907469	622705976813389733	622705976813389733
4	C22H22N2O7	[M + K]+	C22H22KN2O7+	118,618	118,618	0,000	49	0,957	4,157	4,377	-6,259		465,103	89	622706339905907470	622705976813389733	622705976813389733
5	C17H22N4O9	[M + K]+	C17H22KN4O9+	118,296	118,296	0,000	48	0,946	4,433	4,461	2,390		465,103	89	622706339905907471	622705976813389733	622705976813389733
6	C15H21N4O11P	[M + H]+	C15H22N4O11P+	117,627	117,627	0,000	49	0,957	4,157	4,377	2,639		465,103	89	622706339905907472	622705976813389733	622705976813389733
7	C17H22N4O8S	[M + Na]+	C17H22N4NaO8S+	115,403	115,403	0,000	49	0,957	4,044	4,411	-4,531		465,103	89	622706339905907473	622705976813389733	622705976813389733
8	C25H20O7S	[M + H]+	C25H21O7S+	114,639	114,639	0,000	40	0,872	4,100	4,100	5,800		465,103	89	622706339905907474	622705976813389733	622705976813389733
9	C19H22O12	[M + Na]+	C19H22NaO12+	113,790	113,790	0,000	40	0,872	4,100	4,100	5,593		465,103	89	622706339905907475	622705976813389733	622705976813389733
10	C16H26O13	[M + K]+	C16H26KO13+	113,510	113,510	0,000	40	0,872	4,100	4,100	5,266		465,103	89	622706339905907476	622705976813389733	622705976813389733
1	C16H12O7	[M + H]+	C16H13O7+	132,404	132,404	0,000	39	0,861	-0,202	0,854	0,221		317,066	138	622706851741036276	622705976884692909	622705976884692909
2	C14H16NO5	[M + K]+	C14H16KNO5+	129,078	129,078	0,000	47	0,937	-2,158	2,306	-1,124		317,066	138	622706851741036277	622705976884692909	622705976884692909
3	C12H14N4O4	[M + K]+	C12H14KN4O4+	128,852	128,852	0,000	46	0,934	3,657	3,715	3,111		317,066	138	622706851741036278	622705976884692909	622705976884692909
4	C14H14O7	[M + Na]+	C14H14NaO7+	122,817	122,817	0,000	38	0,858	1,626	2,458	7,809		317,066	138	622706851741036279	622705976884692909	622705976884692909
